[2025-06-21 11:46:54,100] INFO django.utils.autoreload Watching for file changes with StatReloader
[2025-06-21 12:45:43,461] INFO django.server "GET /static/main/js/navbar.js HTTP/1.1" 304 0
[2025-06-21 12:45:43,464] INFO django.server "GET /static/main/images/ETP%20Logo.png HTTP/1.1" 304 0
[2025-06-21 12:45:43,464] INFO django.server "GET /static/main/images/UtilityModule.png HTTP/1.1" 304 0
[2025-06-21 12:45:43,465] INFO django.server "GET /static/main/images/QC%20Module.png HTTP/1.1" 304 0
[2025-06-21 12:45:43,723] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
[2025-06-21 12:45:43,797] WARNING django.server "GET /static/main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 179
[2025-06-21 12:46:07,939] INFO custom_logger Filters: from_incident_date=, to_incident_date=, hse_lag_filter=All, risk_factor_filter=All, complience_status_filter=All
[2025-06-21 12:46:07,958] WARNING custom_logger PageNotAnInteger: set to page 1
[2025-06-21 12:46:07,964] INFO custom_logger Returning page 1 of 12 with 10 records
[2025-06-21 12:46:08,174] INFO django.server "GET /lagging-records/ HTTP/1.1" 200 32753
[2025-06-21 12:46:08,229] INFO django.server "GET /static/main/css/fontawesome.css HTTP/1.1" 304 0
[2025-06-21 12:46:08,239] INFO django.server "GET /static/main/images/OC.png HTTP/1.1" 304 0
[2025-06-21 12:46:08,240] INFO django.server "GET /static/main/css/navbar.css HTTP/1.1" 304 0
[2025-06-21 12:46:08,241] INFO django.server "GET /static/main/css/main.css HTTP/1.1" 304 0
[2025-06-21 12:46:08,257] INFO django.server "GET /static/main/js/fontawesome.js HTTP/1.1" 304 0
[2025-06-21 12:46:08,324] INFO django.server "GET /static/main/js/navbar.js HTTP/1.1" 304 0
[2025-06-21 12:46:08,504] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
[2025-06-21 12:46:08,636] WARNING django.server "GET /static/main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 179
[2025-06-21 12:46:10,282] INFO django.server "GET /lagging-records/113/ HTTP/1.1" 200 10958
[2025-06-21 12:46:10,442] INFO django.server "GET /lagging-records/113/ HTTP/1.1" 200 10958
[2025-06-21 12:46:10,477] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
[2025-06-21 12:46:10,603] WARNING django.server "GET /static/main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 179
[2025-06-21 12:46:10,793] INFO django.server "GET /canteen-dashboard/ HTTP/1.1" 200 25010
[2025-06-21 12:46:11,311] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
[2025-06-21 12:46:11,409] WARNING django.server "GET /static/main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 179
[2025-06-21 12:46:21,919] INFO django.server "GET /canteen-attendance-summary/ HTTP/1.1" 200 218472
[2025-06-21 12:46:22,373] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
[2025-06-21 12:46:22,534] WARNING django.server "GET /static/main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 179
[2025-06-21 12:46:27,323] INFO custom_logger Filters: from_incident_date=, to_incident_date=, hse_lag_filter=All, risk_factor_filter=All, complience_status_filter=All
[2025-06-21 12:46:27,345] WARNING custom_logger PageNotAnInteger: set to page 1
[2025-06-21 12:46:27,362] INFO custom_logger Returning page 1 of 12 with 10 records
[2025-06-21 12:46:27,443] INFO django.server "GET /lagging-records/ HTTP/1.1" 200 32753
[2025-06-21 12:46:27,777] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
[2025-06-21 12:46:27,845] WARNING django.server "GET /static/main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 179
[2025-06-21 12:46:29,174] INFO django.server "GET /fetch-attendance/ HTTP/1.1" 200 87934
[2025-06-21 12:46:29,390] INFO django.server "GET /lagging-records/113/ HTTP/1.1" 200 10958
[2025-06-21 12:46:29,575] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
[2025-06-21 12:46:29,598] INFO django.server "GET /lagging-records/113/ HTTP/1.1" 200 10958
[2025-06-21 12:46:29,660] WARNING django.server "GET /static/main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 179
[2025-06-21 12:46:37,738] INFO custom_logger Filters: from_incident_date=, to_incident_date=, hse_lag_filter=All, risk_factor_filter=All, complience_status_filter=All
[2025-06-21 12:46:37,765] WARNING custom_logger PageNotAnInteger: set to page 1
[2025-06-21 12:46:37,783] INFO custom_logger Returning page 1 of 12 with 10 records
[2025-06-21 12:46:37,867] INFO django.server "GET /lagging-records/ HTTP/1.1" 200 32753
[2025-06-21 12:46:38,084] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
[2025-06-21 12:46:38,182] WARNING django.server "GET /static/main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 179
[2025-06-21 12:46:41,824] INFO django.server "GET /fetch-attendance/ HTTP/1.1" 200 87931
[2025-06-21 12:46:42,443] INFO django.server - Broken pipe from ('192.168.1.253', 40432)
[2025-06-21 12:47:06,514] INFO django.server "GET /api/dashboard-data/ HTTP/1.1" 200 5552
[2025-06-21 12:47:06,714] INFO django.server "GET /api/dashboard-data/ HTTP/1.1" 200 5552
[2025-06-21 12:47:08,009] INFO django.server "GET /canteen-attendance-summary/ HTTP/1.1" 200 218473
[2025-06-21 12:47:08,048] INFO django.server "GET /static/main/css/navbar.css HTTP/1.1" 304 0
[2025-06-21 12:47:08,048] INFO django.server "GET /static/main/css/fontawesome.css HTTP/1.1" 304 0
[2025-06-21 12:47:08,051] INFO django.server "GET /static/main/images/OC.png HTTP/1.1" 304 0
[2025-06-21 12:47:08,051] INFO django.server "GET /static/main/css/main.css HTTP/1.1" 304 0
[2025-06-21 12:47:08,059] INFO django.server "GET /static/main/js/fontawesome.js HTTP/1.1" 304 0
[2025-06-21 12:47:08,066] INFO django.server "GET /static/main/js/navbar.js HTTP/1.1" 304 0
[2025-06-21 12:47:08,629] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
[2025-06-21 12:47:08,652] WARNING django.server "GET /static/main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 179
[2025-06-21 12:47:12,640] INFO django.server "GET /download-lagging-excel/?from_incident_date=&to_incident_date=&hse_lag_filter=All&risk_factor_filter=All&complience_status_filter=All HTTP/1.1" 200 128940
[2025-06-21 12:47:13,730] INFO django.server "GET /admin/ HTTP/1.1" 200 24469
[2025-06-21 12:47:13,756] INFO django.server "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
[2025-06-21 12:47:13,757] INFO django.server "GET /static/admin/css/base.css HTTP/1.1" 304 0
[2025-06-21 12:47:13,757] INFO django.server "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
[2025-06-21 12:47:13,758] INFO django.server "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
[2025-06-21 12:47:13,759] INFO django.server "GET /static/admin/js/theme.js HTTP/1.1" 304 0
[2025-06-21 12:47:13,760] INFO django.server "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
[2025-06-21 12:47:13,775] INFO django.server "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
[2025-06-21 12:47:13,821] INFO django.server "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
[2025-06-21 12:47:13,821] INFO django.server "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
[2025-06-21 12:47:18,230] INFO django.server "GET /fetch-attendance/ HTTP/1.1" 200 88180
[2025-06-21 12:47:22,585] INFO django.server "GET /admin/CANTEEN/employee/ HTTP/1.1" 200 68757
[2025-06-21 12:47:22,616] INFO django.server "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
[2025-06-21 12:47:22,627] INFO django.server "GET /static/admin/js/vendor/jquery/jquery.min.js HTTP/1.1" 304 0
[2025-06-21 12:47:22,630] INFO django.server "GET /static/admin/js/actions.js HTTP/1.1" 304 0
[2025-06-21 12:47:22,634] INFO django.server "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
[2025-06-21 12:47:22,634] INFO django.server "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
[2025-06-21 12:47:22,637] INFO django.server "GET /static/admin/js/vendor/xregexp/xregexp.min.js HTTP/1.1" 304 0
[2025-06-21 12:47:22,639] INFO django.server "GET /static/admin/js/core.js HTTP/1.1" 304 0
[2025-06-21 12:47:22,639] INFO django.server "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
[2025-06-21 12:47:22,640] INFO django.server "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
[2025-06-21 12:47:22,643] INFO django.server "GET /static/admin/img/search.svg HTTP/1.1" 304 0
[2025-06-21 12:47:22,655] INFO django.server "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-06-21 12:47:22,663] INFO django.server "GET /static/admin/js/filters.js HTTP/1.1" 304 0
[2025-06-21 12:47:22,702] INFO django.server "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 304 0
[2025-06-21 12:47:22,708] INFO django.server "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 304 0
[2025-06-21 12:47:26,541] INFO custom_logger User 'ocadmin' tried to access login page but is already authenticated.
[2025-06-21 12:47:26,542] INFO django.server "GET / HTTP/1.1" 302 0
[2025-06-21 12:47:26,565] INFO custom_logger User 'ocadmin' accessed index page.
[2025-06-21 12:47:26,594] INFO django.server "GET /indexpage/ HTTP/1.1" 200 24443
[2025-06-21 12:47:26,631] INFO django.server "GET /static/main/images/HRModule.png HTTP/1.1" 304 0
[2025-06-21 12:47:26,633] INFO django.server "GET /static/main/images/ProductionModule.png HTTP/1.1" 304 0
[2025-06-21 12:47:26,659] INFO django.server "GET /static/main/images/EHSModule.png HTTP/1.1" 304 0
[2025-06-21 12:47:26,659] INFO django.server "GET /static/main/images/QC%20Module.png HTTP/1.1" 304 0
[2025-06-21 12:47:26,660] INFO django.server "GET /static/main/images/UtilityModule.png HTTP/1.1" 304 0
[2025-06-21 12:47:26,663] INFO django.server "GET /static/main/images/ETP%20Logo.png HTTP/1.1" 304 0
[2025-06-21 12:47:26,663] INFO django.server "GET /static/main/images/WarehouseModule.png HTTP/1.1" 304 0
[2025-06-21 12:47:27,109] WARNING django.server "GET /static/main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 179
